code,iata,city,alias
GUL,GUL,Goulburn,
GUN,GUN,Montgomery,
GUO,GUO,Gualaco,
GUP,GUP,Gallup,
GUQ,GUQ,Guanare,
GUR,GUR,Alotau,
GUS,GUS,"Peru, Indiana",
GUT,GUT,Guetersloh,
GUU,GUU,Grundarfjordur,
GUV,GUV,Mougulu,
GUX,GUX,Guna,
GUY,GUY,Guymon,
GUZ,GUZ,Guarapari,
GVA,GVA,Geneva,
GVE,GVE,Gordonsville,
GVI,GVI,Green River,
GVL,GVL,Gainesville,
GVP,GVP,Greenvale,
GVR,GVR,Governador Valadares,
GVT,GVT,Greenville,
GVW,GVW,Grandview,
GVX,GVX,Gavle,
GWA,GWA,Gwa,
GWD,GWD,Gwadar,
GWE,GWE,Gweru,
GWL,GWL,Gwalior,
GWN,GWN,Gnarowein,
GWO,GWO,Greenwood,
GWS,GWS,Glenwood Springs,
GWT,GWT,Westerland,
GWV,GWV,Glendale,
GWW,GWW,Berlin,
GWY,GWY,Galway,
GXF,GXF,Seiyun,
GXG,GXG,Negage,
GXH,GXH,Mildenhall,
GXQ,GXQ,Coyhaique,
GXX,GXX,Yagoua,
GXY,GXY,Greeley,
GYA,GYA,Guayaramerin,
GYE,GYE,Guayaquil,
GYI,GYI,Gisenyi,
GYL,GYL,Argyle,
GYM,GYM,Guaymas,
GYN,GYN,Goiania,
GYP,GYP,Gympie,
GYR,GYR,Goodyear,
GYS,GYS,Guang Yuan,
GYY,GYY,Gary (IN),
GZI,GZI,Ghazni,
GZM,GZM,Gozo,
GZO,GZO,Gizo,
GZT,GZT,Gaziantep,
GZW,GZW,Ghazvin,
HAA,HAA,Hasvik,
HAB,HAB,Hamilton,
HAC,HAC,Hachijo Jima,
HAD,HAD,Halmstad,
HAE,HAE,Havasupai,
HAF,HAF,Half Moon,
HAH,HAH,Moroni,
HAI,HAI,Three Rivers,
HAJ,HAJ,Hanover,
HAK,HAK,Хайкоу,
HAL,HAL,Halali,
HAM,HAM,Hamburg,
HAN,HAN,Hanoi,
HAO,HAO,Hamilton,
HAP,HAP,Long Island,
HAQ,HAQ,Hanimaadhoo,
HAR,HAR,Harrisburg,
HAS,HAS,Hail,
HAT,HAT,Heathlands,
HAU,HAU,Haugesund,
HAV,HAV,Havana,
HAW,HAW,Haverfordwest,
HAX,HAX,Muskogee,
HAY,HAY,Haycock,
HAZ,HAZ,Hatzfeldthaven,
HBA,HBA,Hobart,
HBB,HBB,Hobbs,
HBC,HBC,Hanus Bay,
HBD,HBD,Habi,
HBE,HBE,Alexandria,
HBG,HBG,Hattiesburg,
HBH,HBH,Hobart Bay,
HBI,HBI,Harbour Island,
HBL,HBL,Babelegi,
HBN,HBN,Phu-bon,
HBO,HBO,Humboldt,
HBR,HBR,"Hobart, OK",
HBT,HBT,Hafr Albatin,
HBX,HBX,Hubli,
HCA,HCA,Big Spring,
HCB,HCB,Shoal Cove,
HCC,HCC,Hudson,
HCM,HCM,Eil,
HCN,HCN,Hengchun,
HCQ,HCQ,Halls Creek,
HCR,HCR,Holy Cross,
HCS,HCS,Johannesburg,
HCW,HCW,Cheraw,
HDA,HDA,Hidden Falls,
HDB,HDB,Heidelberg,
HDD,HDD,Hyderabad,
HDE,HDE,Holdrege,
HDF,HDF,Heringsdorf,
HDH,HDH,Oahu,
HDM,HDM,Hamadan,
HDN,HDN,Hayden,
HDR,HDR,Havadarya,
HDS,HDS,Hoedspruit,
HDY,HDY,Hat Yai,
HEA,HEA,Herat,
HEB,HEB,Henzada,
HED,HED,Herendeen,
HEE,HEE,Helena,
HEH,HEH,Heho,
HEI,HEI,Heide-Buesum,
HEK,HEK,Heihe,
HEM,HEM,Helsinki,
HEN,HEN,Hendon,
HEO,HEO,Haelogo,
HES,HES,Hermiston,
HET,HET,Hohhot,
HEV,HEV,Huelva,
HEW,HEW,Athens,
HEX,HEX,Santo Domingo,
HEY,HEY,Ozark,
HEZ,HEZ,Natchez,
HFA,HFA,Haifa,
HFD,HFD,Hartford,
HFE,HFE,Hefei,
HFF,HFF,Hoffman,
HFN,HFN,Hornafjordur,
HFS,HFS,Hagfors,
HFT,HFT,Hammerfest,
HGA,HGA,Hargeisa,
HGD,HGD,Hughenden,
HGH,HGH,Hangzhou,
HGI,HGI,Higlieg,
HGL,HGL,Helgoland,
HGN,HGN,Mae Hong Son,
HGO,HGO,Korhogo,
HGR,HGR,Hagerstown,
HGS,HGS,Freetown,
HGT,HGT,Jolon,
HGU,HGU,Mount Hagen,
HGZ,HGZ,Hogatza,
HHA,HHA,Changsha,
HHE,HHE,Hachinohe,
HHH,HHH,Hilton Head,
HHI,HHI,Wahiawa,
HHN,HHN,Hahn,
HHP,HHP,Гонконг,
HHQ,HHQ,Hua Hin,
HHR,HHR,Hawthorne,
HHZ,HHZ,Hikueru,
HIB,HIB,Chisholm,
HIC,HIC,Pretoria,
HID,HID,Horn Island,
HIE,HIE,Whitefield,
HIF,HIF,Ogden,
HIG,HIG,Highbury,
HIH,HIH,Hook Island,
HII,HII,Lake Havasu City,
HIJ,HIJ,Hiroshima,
HIK,HIK,Honolulu,
HIL,HIL,Shillavo,
HIM,HIM,Hingurakgoda,
HIN,HIN,Jinju,
HIO,HIO,Hillsboro,
HIP,HIP,Headingly,
HIR,HIR,Honiara,
HIS,HIS,Hayman Island,
HIT,HIT,Hivaro,
HIW,HIW,Hiroshima,
HIX,HIX,Hiva Oa,
HJJ,HJJ,Zhi Jiang,
HJR,HJR,Khajuraho,
HJT,HJT,Khujirt,
HKA,HKA,Blytheville,
HKB,HKB,Healy Lake,
HKD,HKD,Hakodate,
HKG,HKG,Гонконг,
HKK,HKK,Hokitika,
HKN,HKN,Hoskins,
HKS,HKS,Jackson,
HKT,HKT,Пхукет,ХКТ
HKV,HKV,Haskovo,
HKY,HKY,Hickory,
HLA,HLA,Lanseria,
HLB,HLB,Batesville,
HLC,HLC,Hill City,
HLD,HLD,Hailar,
HLF,HLF,Hultsfred,
HLG,HLG,Wheeling,
HLH,HLH,Ulanhot,
HLI,HLI,Hollister,
HLL,HLL,Hillside,
HLM,HLM,Holland,
HLN,HLN,Helena,
HLP,HLP,Jakarta,
HLR,HLR,Killeen,
HLS,HLS,St Helens,
HLT,HLT,Hamilton,
HLU,HLU,Houailou,
HLV,HLV,Helenvale,
HLW,HLW,Hluhluwe,
HLY,HLY,Holyhead,
HLZ,HLZ,Hamilton,
HME,HME,Hassi Messaoud,
HMG,HMG,Hermannsburg,
HMI,HMI,Hami,
HMJ,HMJ,Khmelnitskiy,
HMN,HMN,Alamogordo,
HMO,HMO,Hermosillo,
HMR,HMR,Hamar,
HMS,HMS,Homeshore AK,
HMT,HMT,Hemet,
HMV,HMV,Hemavan,
HNA,HNA,Hanamaki,
HNB,HNB,Huntingburg,
HNC,HNC,Hatteras,
HND,HND,Tokyo,
HNE,HNE,Tahneta Pass Lodge,
HNG,HNG,Hienghene,
HNH,HNH,Hoonah,
HNI,HNI,Heiweni,
HNK,HNK,Hinchinbrook Island,
HNL,HNL,Honolulu,
HNM,HNM,Hana,
HNN,HNN,Honinabi,
HNO,HNO,Hercegnovi,
HNS,HNS,Haines,
HNX,HNX,Hanna,
HNY,HNY,Hengyang,
HOA,HOA,Hola,
HOB,HOB,Hobbs,
HOC,HOC,Komako,
HOD,HOD,Hodeidah,
HOE,HOE,Houeisay,
HOF,HOF,Alahsa,
HOG,HOG,Holguin,
HOH,HOH,Hohenems,
HOI,HOI,Hao Island,
HOK,HOK,Hooker Creek,
HOL,HOL,Holikachu,
HOM,HOM,Homer,
HON,HON,Huron,
HOO,HOO,Quanduc,
HOP,HOP,Hopkinsville,
HOQ,HOQ,Hof,
HOR,HOR,Horta,
HOS,HOS,Chos Malal,
HOT,HOT,Hot Springs,
HOU,HOU,"Houston, TX",
HOV,HOV,Orsta-Volda,
HOW,HOW,Fort Kobbe,
HOX,HOX,Homalin,
HOY,HOY,Hoy Island,
HPB,HPB,Hooper Bay,
HPE,HPE,Hope Vale,
HPH,HPH,Haiphong,
HPN,HPN,White Plains,
HPP,HPP,Poipet,
HPR,HPR,Pretoria,
HPT,HPT,Hampton,
HPV,HPV,Kauai Island,
HPY,HPY,Baytown,
HQM,HQM,Hoquiam,
HRA,HRA,Mansehra,
HRB,HRB,Harbin,
HRC,HRC,Zhairem,
HRE,HRE,Harare,
HRJ,HRJ,Chaurjhari,
HRK,HRK,Kharkov,
HRL,HRL,Harlingen,
HRN,HRN,Heron Island,
HRO,HRO,Harrison,
HRR,HRR,Herrera,
HRS,HRS,Harrismith,
HRT,HRT,Harrogate,
HRY,HRY,Henbury,
HRZ,HRZ,Horizontina,
HSB,HSB,Harrisburg,
HSC,HSC,Shaoguan,
HSG,HSG,Saga,
HSH,HSH,Las Vegas,
HSI,HSI,Hastings,
HSK,HSK,Huesca,
HSL,HSL,Huslia,
HSM,HSM,Horsham,
HSN,HSN,Zhoushan,
HSP,HSP,Hot Springs,
HSS,HSS,Hissar,
HST,HST,Homestead,
HSV,HSV,Huntsville,
HSZ,HSZ,Hsinchu,
HTB,HTB,Terre-de-Bas,
HTF,HTF,Hatfield,
HTH,HTH,Hawthorne,
HTI,HTI,Hamilton Island,
HTL,HTL,Houghton,
HTM,HTM,Khatgal,
HTN,HTN,Hotan,
HTO,HTO,East Hampton,
HTR,HTR,Hateruma,
HTS,HTS,Huntington,
HTU,HTU,Hopetoun,
HTW,HTW,Chesapeake/Huntington Wv,
HTZ,HTZ,Hato Corozal,
HUA,HUA,Huntsville,
HUB,HUB,Humbert River,
HUC,HUC,Humacao,
HUD,HUD,Humboldt,
HUE,HUE,Humera,
HUF,HUF,Terre Haute,
HUG,HUG,Huehuetenango,
HUH,HUH,Huahine,
HUI,HUI,Hue,
HUJ,HUJ,Hugo,
HUK,HUK,Hukuntsi,
HUL,HUL,Houlton,
HUM,HUM,Houma,
HUN,HUN,Hualien,
HUQ,HUQ,Houn,
HUS,HUS,Hughes,
HUT,HUT,Hutchinson,
HUU,HUU,Huanuco,
HUV,HUV,Hudiksvall,
HUX,HUX,Huatulco,
HUY,HUY,Humberside,
HUZ,HUZ,Huizhou,
HVA,HVA,Analalava,
HVB,HVB,Hervey Bay,
HVD,HVD,Khovd,
HVE,HVE,Hanksville,
HVG,HVG,Honningsvag,
HVK,HVK,Holmavik,
HVM,HVM,Hvammstangi,
HVN,HVN,New Haven,
HVR,HVR,Havre,
HVS,HVS,Hartsville,
HWA,HWA,Hawabango,
HWD,HWD,Hayward,
HWI,HWI,Hawk Inlet,
HWK,HWK,Hawker,
HWN,HWN,Hwange Nat Park,
HWO,HWO,Hollywood,
HXX,HXX,Hay,
HYA,HYA,Hyannis,
HYC,HYC,High Wycombe,
HYD,HYD,Hyderabad,
HYF,HYF,Hayfields,
HYG,HYG,Hydaburg,
HYL,HYL,Hollis,
HYN,HYN,Huangyan,
HYR,HYR,Hayward,
HYS,HYS,Hays,
HYV,HYV,Hyvinkaa,
HZB,HZB,Hazebrouck,
HZG,HZG,Hanzhong,
HZH,HZH,Liping City,
HZK,HZK,Husavik,
HZL,HZL,Hazleton,
HZV,HZV,Hazyview,
IAB,IAB,Wichita,
IAD,IAD,"Washington, DC",
IAG,IAG,Niagara Falls,
IAH,IAH,Houston,
IAM,IAM,In Amenas,
IAN,IAN,Kiana,
IAQ,IAQ,Bahregan,
IAS,IAS,Iasi,
IAU,IAU,Iaura,
IBA,IBA,Ibadan,
IBE,IBE,Ibague,
IBI,IBI,Iboki,
IBL,IBL,Indigo Bay Lodge,
IBO,IBO,Ibo,
IBP,IBP,Iberia,
IBZ,IBZ,Ibiza,
ICA,ICA,Icabaru,
ICI,ICI,Cicia,
ICK,ICK,Nieuw Nickerie,
ICL,ICL,Clarinda,
ICN,ICN,Сеул,
ICO,ICO,Sicogon Island,
ICR,ICR,Nicaro,
ICT,ICT,Wichita,
ICY,ICY,Icy Bay,
IDA,IDA,Idaho Falls,
IDB,IDB,Idre,
IDC,IDC,Ila Da Chilonzuene,
IDF,IDF,Idiofa,
IDG,IDG,Ida Grove,
IDI,IDI,"Indiana, PA",
IDK,IDK,Indulkana,
IDN,IDN,Indagen,
IDO,IDO,Santa Isabel do Morro,
IDP,IDP,Independence,
IDR,IDR,Indore,
IEG,IEG,Zielona Gora,
IEJ,IEJ,Iejima,
IES,IES,Riesa,
IFA,IFA,Iowa Falls,
IFF,IFF,Iffley,
IFH,IFH,Hesa,
IFJ,IFJ,Isafjordur,
IFL,IFL,Innisfail,
IFN,IFN,Isfahan,
IFO,IFO,Ivano-Frankovsk,
IFP,IFP,Bullhead City,
IGA,IGA,Inagua,
IGB,IGB,Ingeniero Jacobacci,
IGE,IGE,Iguela,
IGG,IGG,Igiugig,
IGH,IGH,Ingham,
IGL,IGL,Izmir,
IGM,IGM,Kingman,
IGN,IGN,Iligan,
IGO,IGO,Chigorodo,
IGR,IGR,Iguazu,
IGS,IGS,Ingolstadt-manching,
IGU,IGU,Iguassu Falls,
IHA,IHA,Niihama,
IHC,IHC,Inhaca,
IHN,IHN,Qishn,
IHO,IHO,Ihosy,
IHR,IHR,Iran Shahr,
IHU,IHU,Ihu,
IIA,IIA,Galloway,
IIL,IIL,Ilaam,
IIN,IIN,Nishinoomote,
IIS,IIS,Nissan Island,
IJU,IJU,Ijui,
IJX,IJX,Jacksonville,
IKB,IKB,Wilkesboro,
IKI,IKI,Iki,
IKK,IKK,Kankakee,
IKL,IKL,Ikela,
IKO,IKO,Nikolski,
IKP,IKP,Inkerman,
ILA,ILA,Illaga,
ILB,ILB,Ilha Solteira,
ILE,ILE,Killeen,
ILF,ILF,Ilford,
ILG,ILG,Wilmington,
ILH,ILH,Illisheim,
ILI,ILI,Iliamna,
ILK,ILK,Ilaka,
ILL,ILL,Willmar,
ILM,ILM,Wilmington,
ILN,ILN,Wilmington,
ILO,ILO,Iloilo,
ILP,ILP,Ile Des Pins,
ILQ,ILQ,Ilo,
ILR,ILR,Ilorin,
ILU,ILU,Kilaguni,
ILX,ILX,Ileg,
ILY,ILY,Islay,
ILZ,ILZ,Zilina,
IMA,IMA,Iamalele,
IMB,IMB,Imbaimadai,
IMD,IMD,Imonda,
IMF,IMF,Imphal,
IMG,IMG,Inhaminga,
IMI,IMI,Ine Island,
IMK,IMK,Simikot,
IML,IML,Imperial,
IMM,IMM,Immokalee,
IMN,IMN,Imane,
IMO,IMO,Zemio,
IMP,IMP,Imperatriz,
IMT,IMT,Iron Mountain,
IMZ,IMZ,Nimroz,
INB,INB,Independence,
INC,INC,Yinchuan,
IND,IND,"Indianapolis, IN",
INE,INE,Chinde,
INF,INF,In Guezzam,
ING,ING,Lago Argentino,
INH,INH,Inhambane,
INI,INI,Nis,
INJ,INJ,Injune,
INK,INK,Wink,
INL,INL,International Falls,
INM,INM,Innamincka,
INN,INN,Innsbruck,
INO,INO,Inongo,
INQ,INQ,Inisheer,
INR,INR,Sault Ste Marie,
INS,INS,Indian Springs,
INT,INT,Winston Salem,
INU,INU,Nauru Island,
INV,INV,Inverness,
INW,INW,"Winslow, AZ",
INX,INX,Inanwatan,
INY,INY,Inyati,
INZ,INZ,In Salah,
IOA,IOA,Ioannina,
IOK,IOK,Iokea,
IOM,IOM,Isle Of Man,
ION,ION,Impfondo,
IOP,IOP,Ioma,
IOR,IOR,Inishmore,
IOS,IOS,Ilheus,
IOU,IOU,Ile Ouen,
IOW,IOW,"Iowa City, IA",
IPA,IPA,Ipota,
IPC,IPC,"Isla de Pascua, Easter Island",
IPE,IPE,Ipil,
IPG,IPG,Ipiranga,
IPH,IPH,Ipoh,
IPI,IPI,Ipiales,
IPL,IPL,Imperial,
IPN,IPN,Ipatinga,
IPT,IPT,Williamsport,
IPU,IPU,Ipiau,
IPW,IPW,Ipswich,
IQM,IQM,Qiemo,
IQN,IQN,Qingyang,
IQQ,IQQ,Iquique,
IQT,IQT,Iquitos,
IRA,IRA,Kirakira,
IRB,IRB,Iraan,
IRC,IRC,Circle,
IRD,IRD,Ishurdi,
IRE,IRE,Irece,
IRG,IRG,Lockhart River,
IRI,IRI,Iringa,
IRJ,IRJ,La Rioja,
IRK,IRK,Kirksville,
IRN,IRN,Iriona,
IRO,IRO,Birao,
IRP,IRP,Isiro,
IRS,IRS,Sturgis,
ISA,ISA,Mount Isa,
ISB,ISB,Islamabad,
ISC,ISC,Isles Of Scilly,
ISD,ISD,Iscuande,
ISE,ISE,Isparta,
ISG,ISG,Ishigaki,
ISH,ISH,Ischia,
ISI,ISI,Isisford,
ISJ,ISJ,Isla Mujeres,
ISK,ISK,Nasik,
ISL,ISL,Isabel Pass,
ISM,ISM,Kissimmee,
ISN,ISN,Williston,
ISO,ISO,Kinston,
ISP,ISP,"Islip, NY",
ISQ,ISQ,Manistique,
ISS,ISS,Wiscasset,
ISW,ISW,Wisconsin Rapids,
ITA,ITA,Itacoatiara,
ITB,ITB,Itaituba,
ITE,ITE,Itubera,
ITH,ITH,Ithaca,
ITI,ITI,Itambacuri,
ITK,ITK,Itokama,
ITM,ITM,Osaka,
ITN,ITN,Itabuna,
ITO,ITO,Hilo,
ITP,ITP,Itaperuna,
ITQ,ITQ,Itaqui,
ITR,ITR,Itumbiara,
IUE,IUE,Niue Island,
IUL,IUL,Ilu,
IUM,IUM,Summit Lake,
IUS,IUS,Inus,
IVA,IVA,Ambanja,
IVC,IVC,Invercargill,
IVG,IVG,Berane,
IVH,IVH,Ivishak,
IVL,IVL,Ivalo,
IVO,IVO,Chivolo,
IVR,IVR,Inverell,
IVW,IVW,Inverway,
IWD,IWD,Ironwood,
IWJ,IWJ,Iwami,
IWO,IWO,Iwo Jima Vol,
IWS,IWS,Houston,
IXA,IXA,Agartala,
IXB,IXB,Bagdogra,
IXC,IXC,Chandigarh,
IXD,IXD,Allahabad,
IXE,IXE,Mangalore,
IXG,IXG,Belgaum,
IXH,IXH,Kailashahar,
IXI,IXI,Lilabari,
IXJ,IXJ,Jammu,
IXK,IXK,Keshod,
IXL,IXL,Leh,
IXM,IXM,Madurai,
IXN,IXN,Khowai,
IXP,IXP,Pathankot,
IXQ,IXQ,Kamalpur,
IXR,IXR,Ranchi,
IXS,IXS,Silchar,
IXT,IXT,Pasighat,
IXU,IXU,Aurangabad,
IXV,IXV,Along,
IXW,IXW,Jamshedpur,
IXY,IXY,Kandla,
IXZ,IXZ,Port Blair,
IYK,IYK,Inyokern,
IZO,IZO,Izumo,
IZT,IZT,Ixtepec,
JAA,JAA,Jalalabad,
JAB,JAB,Jabiru,
JAC,JAC,Jackson,
JAD,JAD,Perth,
JAE,JAE,Atlanta,
JAF,JAF,Jaffna,
JAG,JAG,Jacobabad,
JAH,JAH,Aubagne,
JAI,JAI,Jaipur,
JAJ,JAJ,Atlanta,
JAK,JAK,Jacmel,
JAL,JAL,Jalapa,
JAM,JAM,Jambol,
JAN,JAN,Jackson,
JAO,JAO,Atlanta,
JAP,JAP,Punta Renes,
JAQ,JAQ,Jacquinot Bay,
JAR,JAR,Jahrom,
JAS,JAS,Jasper,
JAT,JAT,Jabot,
JAU,JAU,Jauja,
JAV,JAV,Ilulissat,
JAX,JAX,"Jacksonville, FL",
JBC,JBC,Boston,
JBK,JBK,Berkeley,
JBP,JBP,Los Angeles,
JBR,JBR,Jonesboro,
JBS,JBS,Pleasanton,
JBT,JBT,Bethel,
JCA,JCA,Cannes,
JCB,JCB,Joacaba,
JCC,JCC,San Francisco,
JCD,JCD,St Croix Island,
JCE,JCE,Oakland,
JCH,JCH,Qasigiannguit,
JCI,JCI,"Olathe, KS",
JCJ,JCJ,Jeju,
JCK,JCK,Julia Creek,
JCM,JCM,Jacobina,
JCN,JCN,Incheon,
JCO,JCO,Comino,
JCR,JCR,Jacareacanga,
JCT,JCT,Junction,
JCU,JCU,Ceuta,
JCX,JCX,Los Angeles,
JCY,JCY,Johnson,
JDA,JDA,John Day,
JDB,JDB,Dallas,
JDF,JDF,Juiz De Fora,
JDH,JDH,Jodhpur,
JDM,JDM,Miami,
JDN,JDN,Jordan,
JDO,JDO,Juazeiro Do Norte,
JDP,JDP,Paris,
JDT,JDT,Minneapolis,
JDX,JDX,Houston,
JDY,JDY,Downey,
JDZ,JDZ,Jingdezhen,
JED,JED,Jeddah,
JEE,JEE,Jeremie,
JEF,JEF,Jefferson City,
JEG,JEG,Aasiaat,
JEJ,JEJ,Jeh,
JEM,JEM,Emeryville,
JEQ,JEQ,Jequie,
JER,JER,Jersey,
JEV,JEV,Evry,
JFK,JFK,New York,
JFM,JFM,Fremantle,
JFN,JFN,Jefferson,
JFR,JFR,Paamiut,
JGA,JGA,Jamnagar,
JGB,JGB,Jagdalpur,
JGC,JGC,Grand Canyon,
JGE,JGE,Geoje,
JGL,JGL,Atlanta,
JGN,JGN,Jiayuguan,
JGO,JGO,Qeqertarsuaq,
JGP,JGP,Houston,
JGQ,JGQ,Houston,
JGR,JGR,Groennedal,
JGS,JGS,Ji An,
JGX,JGX,Glendale,
JHB,JHB,Johor Bahru,
JHC,JHC,Garden City,
JHE,JHE,Angelholm/Helsingborg,
JHG,JHG,Jinghong,
JHM,JHM,"Lahaina, HI",
JHQ,JHQ,Shute Harbour,
JHS,JHS,Sisimiut,
JHW,JHW,Jamestown,
JHY,JHY,Cambridge,
JIA,JIA,Juina,
JIB,JIB,Djibouti,
JID,JID,Los Angeles,
JIJ,JIJ,Jijiga,
JIK,JIK,Ikaria Island,
JIL,JIL,Jilin,
JIM,JIM,Jimma,
JIN,JIN,Jinja,
JIO,JIO,Ontario,
JIP,JIP,Jipijapa,
JIR,JIR,Jiri,
JIU,JIU,Jiujiang,
JIW,JIW,Jiwani,
JJI,JJI,Juanjui,
JJN,JJN,Jinjiang,
JJU,JJU,Qaqortoq,
JKG,JKG,Jonkoping,
JKH,JKH,Chios,
JKR,JKR,Janakpur,
JKT,JKT,Jakarta,
JKV,JKV,"Jacksonville, TX",
JLA,JLA,Cooper Lodge,
JLB,JLB,Long Beach,
JLD,JLD,Landskrona,
JLH,JLH,Arlington Heights,
JLN,JLN,"Joplin, MO",
JLO,JLO,Jesolo,
JLP,JLP,Juan Les Pins,
JLR,JLR,Jabalpur,
JLS,JLS,Jales,
JLX,JLX,Los Angeles,
JMA,JMA,Houston,
JMB,JMB,Jamba,
JMC,JMC,"Sausalito, CA",
JMD,JMD,Dallas,
JMH,JMH,Schaumburg,
JMK,JMK,Mikonos,
JMM,JMM,Malmo,
JMN,JMN,Mankato,
JMO,JMO,Jomsom,
JMS,JMS,Jamestown,
JMU,JMU,Jiamusi,
JMY,JMY,Freetown,
JNA,JNA,Januaria,
JNG,JNG,Jining,
JNH,JNH,Dallas,
JNI,JNI,Junin,
JNN,JNN,Nanortalik,
JNB,JNB,Йоханнесбург,
JNP,JNP,Newport Beach,
JNS,JNS,Narsaq,
JNU,JNU,Juneau,
JNX,JNX,Naxos,
JNZ,JNZ,Jinzhou,
JOC,JOC,Santa Ana,
JOE,JOE,Joensuu,
JOG,JOG,Yogyakarta,
JOH,JOH,Port Saint Johns,
JOI,JOI,Joinville,
JOL,JOL,Jolo,
JOM,JOM,Njombe,
JON,JON,Johnston Island,
JOP,JOP,Josephstaal,
JOR,JOR,Orange,
JOS,JOS,Jos,
JOT,JOT,Joliet,
JPA,JPA,Joao Pessoa,
JPD,JPD,Pasadena,
JPN,JPN,Washington,
JPR,JPR,Ji-Parana,
JPT,JPT,Houston,
JPU,JPU,Paris,
JQA,JQA,Qaarsut,
JQE,JQE,Jaque,
JRA,JRA,New York,
JRB,JRB,"New York, NY",
JRC,JRC,Rochester,
JRD,JRD,Riverside,
JRE,JRE,New York,
JRH,JRH,Jorhat,
JRK,JRK,Arsuk,
JRN,JRN,Juruena,
JRO,JRO,Kilimanjaro,
JRS,JRS,Jerusalem,
JSA,JSA,Jaisalmer,
JSD,JSD,"Stratford, CT",
JSG,JSG,San Rafael,
JSH,JSH,Sitia,
JSI,JSI,Skiathos,
JSK,JSK,Saint Cloud,
JSL,JSL,Atlantic City,
JSM,JSM,Jose De San Martin,
JSN,JSN,Los Angeles,
JSO,JSO,Sodertalje,
JSP,JSP,Jeju,
JSR,JSR,Jessore,
JSS,JSS,Spetsai Island,
JST,JST,Johnstown,
JSU,JSU,Maniitsoq,
JSY,JSY,Syros Island,
JTI,JTI,Jatai,
JTO,JTO,Thousand Oaks,
JTR,JTR,Santorini (Thira),
JTY,JTY,Astypalaia Island,
JUA,JUA,Juara,
JUB,JUB,Juba,
JUC,JUC,Los Angeles,
JUI,JUI,Juist,
JUJ,JUJ,Jujuy,
JUL,JUL,Juliaca,
JUM,JUM,Jumla,
JUN,JUN,Jundah,
JUO,JUO,Jurado,
JUP,JUP,Upland,
JUR,JUR,Jurien Bay,
JUT,JUT,Juticalpa,
JUV,JUV,Upernavik,
JUZ,JUZ,Juzhou,
JVA,JVA,Ankavandra,
JVI,JVI,Manville,
JVL,JVL,Janesville,
JWA,JWA,Jwaneng,
JWC,JWC,Los Angeles,
JWH,JWH,Houston,
JWL,JWL,Houston,
JWN,JWN,Zanjan,
JXN,JXN,Jackson,
JYR,JYR,Jiroft,
JYV,JYV,Jyvaskyla,
JZH,JZH,Song Pan,
KAA,KAA,Kasama,
KAB,KAB,Kariba,
KAC,KAC,Kameshli,
KAD,KAD,Kaduna,
KAE,KAE,Kake,
KAF,KAF,Karato,
KAG,KAG,Gangneung,
KAH,KAH,Melbourne,
KAI,KAI,Kaieteur,
KAJ,KAJ,Kajaani,
KAK,KAK,Kar,
KAL,KAL,Kaltag,
KAM,KAM,Kamaran Is,
KAN,KAN,Kano,
KAO,KAO,Kuusamo,
KAP,KAP,Kapanga,
KAQ,KAQ,Kamulai,
KAR,KAR,Kamarang,
KAS,KAS,Karasburg,
KAT,KAT,Kaitaia,
KAU,KAU,Kauhava,
KAV,KAV,Kavanayen,
KAW,KAW,Kawthaung,
KAX,KAX,Kalbarri,
KAY,KAY,Wakaya Island,
KAZ,KAZ,Kau,
KBA,KBA,Kabala,
KBB,KBB,Kirkimbie,
KBC,KBC,Birch Creek,
KBD,KBD,Kimberley Downs,
KBE,KBE,Bell Island,
KBF,KBF,Karubaga,
KBG,KBG,Kabalega Falls,
KBH,KBH,Kalat,
KBI,KBI,Kribi,
KBJ,KBJ,Kings Canyon,
KBK,KBK,Klag Bay,
KBL,KBL,Kabul,
KBM,KBM,Kabwum,
KBN,KBN,Kabinda,
KBO,KBO,Kabalo,
KBQ,KBQ,Kasungu,
KBR,KBR,Kota Bharu,
KBS,KBS,Bo,
KBT,KBT,Kaben,
KBU,KBU,Kotabaru,
KBV,KBV,Krabi,
KBW,KBW,Chignik,
KBX,KBX,Kambuaya,
KBY,KBY,Streaky Bay,
KBZ,KBZ,Kaikoura,
KCA,KCA,Kuqa,
KCB,KCB,Kasikasima,
KCC,KCC,Coffman Cove,
KCD,KCD,Kamur,
KCE,KCE,Collinsville,
KCF,KCF,Kadanwari,
KCG,KCG,Chignik,
KCH,KCH,Kuching,
KCI,KCI,Kon,
KCJ,KCJ,Komaio,
KCL,KCL,Chignik,
KCM,KCM,Kahramanmaras,
KCN,KCN,Chernofski,
KCO,KCO,Kocaeli,
KCP,KCP,Kamenets-podolskiy,
KCQ,KCQ,Chignik,
KCR,KCR,Colorado Creek,
KCS,KCS,Kings Creek Station,
KCT,KCT,Koggala,
KCU,KCU,Masindi,
KCZ,KCZ,Kochi,
KDA,KDA,Kolda,
KDB,KDB,Kambalda,
KDC,KDC,Kandi,
KDD,KDD,Khuzdar,
KDE,KDE,Koroba,
KDF,KDF,Kouba,
KDG,KDG,Kardjali,
KDH,KDH,Kandahar,
KDI,KDI,Kendari,
KDK,KDK,Kodiak,
KDM,KDM,Kaadedhdhoo,
KDN,KDN,Ndende,
KDO,KDO,Kadhdhoo,
KDP,KDP,Kandep,
